parent_asin,title,categories,details,average_rating,rating_number,price,bought_together
B01K8KIPNA,Beethoven: The Beethoven: Great String Quartets (Paganini Quartet) by Paganini Quartet,[],"{""Package Dimensions"": ""5.5 x 5 x 2 inches; 1 Pounds"", ""Date First Available"": ""August 13, 2016""}",4.8,9,,
B013RQPORW,"Tapestry Revisited (Packaged In A CD-Sized Hard-Bound Book Cover With 28-Page Illustrated Color Booklet) by Faith Hill, All-4-One, Celine Dion, Carole King Tribute (1995-01-01)",[],"{""Date First Available"": ""December 3, 2015""}",4.6,6,,
B001NI8TUQ,Some Time In New York City - Live Jam (1972) / Walls And Bridges (1974) (2 CD) (+ 3 Bonus Tracks),[],"{""Date First Available"": ""December 10, 2008""}",3.5,2,,
B00022TQAQ,The Erotic God,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 18, 2004"", ""Number of discs"": ""1""}",4.0,2,45.21,
B007INWLAE,Julius Wechter & The Baja Marimba Band,[],"{""Package Dimensions"": ""5.59 x 4.84 x 0.35 inches; 3.42 Ounces"", ""Date First Available"": ""March 9, 2012""}",4.5,2,,
B004WWI66W,Don Sellers Presents Rhythm Guitar -- Read/Listen/Learn EP set {1964},[],"{""Manufacturer"": ""RAINEY"", ""Date First Available"": ""April 17, 2011"", ""Label"": ""RAINEY""}",5.0,1,,
B0086I6PAW,"Mommie Dearest, limited-edition CD",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.88 x 0.39 inches; 4.23 Ounces"", ""Date First Available"": ""May 26, 2012"", ""Number of discs"": ""1""}",4.9,24,24.98,
B003F1JFF2,Live at the BBC,[],"{""Product Dimensions"": ""4.96 x 5.63 x 0.39 inches; 3.25 Ounces"", ""Manufacturer"": ""Spectrum Audio Uk"", ""Original Release Date"": ""2010"", ""Date First Available"": ""April 2, 2010"", ""Label"": ""Spectrum Audio Uk"", ""Number of discs"": ""1""}",4.6,45,,
B003UIS7X6,Dance/Was It Something That I Said,[],"{""Date First Available"": ""June 4, 2010""}",4.0,1,,
B000K5JCS6,Songs of Freedom,[],"{""Manufacturer"": ""ABC-Paramount"", ""Date First Available"": ""October 29, 2006"", ""Label"": ""ABC-Paramount""}",5.0,1,,
B000025LKH,Once Upon a Time/Blue...,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.6 x 4.9 x 0.4 inches; 2.4 Ounces"", ""Date First Available"": ""March 4, 2014"", ""Number of discs"": ""1""}",3.9,10,62.55,
B00AZI24YM,Debussy: Das Gesamtwerk fuer Klavier / The Complete Piano Works,[],"{""Date First Available"": ""January 10, 2013""}",5.0,1,,
B004KHFSEM,Fine Lines,[],"{""Package Dimensions"": ""5.59 x 4.72 x 0.39 inches; 0.64 Ounces"", ""Manufacturer"": ""PID"", ""Date First Available"": ""February 5, 2011"", ""Label"": ""PID"", ""Number of discs"": ""1""}",4.0,1,79.0,
B0040ZR7WK,revelatory genesis 80:78 LP,[],"{""Item Weight"": ""0.01 Ounces"", ""Date First Available"": ""September 4, 2012""}",5.0,1,,
B000P91JB0,Asheville Symphony Orchestra performs Russian Works,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Sonos"", ""Date First Available"": ""April 8, 2007"", ""Label"": ""Sonos""}",5.0,1,9.97,
B000026HP9,Cape Town Fringe,[],"{""Item Weight"": ""3.21 Ounces"", ""Date First Available"": ""February 27, 2013"", ""Number of discs"": ""1""}",5.0,5,124.0,
B001HBQKTQ,CLOSER,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Date First Available"": ""July 22, 2011"", ""Label"": ""SONY MUSIC ENTERTAINMENT JAPAN"", ""Country of Origin"": ""Japan"", ""Number of discs"": ""1""}",5.0,14,37.99,
B000VWC0I2,The Boy in the Bubble (Extended Version) - REMIX from Graceland,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Warner Bros."", ""Date First Available"": ""September 10, 2007"", ""Label"": ""Warner Bros.""}",5.0,1,29.99,
1785871218,"Self Hypnosis Drink Less Alcohol Cut down Alcohol, Reduce Alcohol Cravings and Control Alcohol, Self He Hypnotherapy Audio",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.75 x 5.04 x 0.55 inches; 2.82 Ounces"", ""Manufacturer"": ""Rachael Eccles Advanced Hypnosis"", ""Date First Available"": ""March 6, 2011"", ""Label"": ""Rachael Eccles Advanced Hypnosis"", ""Number of discs"": ""1""}",4.7,11,17.99,
B00007GXMU,Britten: Variations on a Theme of Frank Bridge/ Matinées Musicales/ Soirées Musicales,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""EMI"", ""Date First Available"": ""November 23, 2010"", ""Label"": ""EMI"", ""Number of discs"": ""1""}",4.7,7,47.7,
B000027TFY,Rimsky-Korsakov: Scheherazade / Moussorgsky: A night on the bare mountain / Borodin: In the Steppes of Central Asia,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.89 Ounces"", ""Manufacturer"": ""Royal Classics"", ""Date First Available"": ""April 28, 2012"", ""Label"": ""Royal Classics"", ""Country of Origin"": ""France"", ""Number of discs"": ""1""}",4.7,7,75.04,
B001EADH00,Key Cuts From Remixed Us Dj Ep,[],"{""Manufacturer"": ""Jive"", ""Date First Available"": ""August 14, 2008"", ""Label"": ""Jive""}",5.0,2,,
B0043XLSIS,Julie Rogers,[],"{""Date First Available"": ""May 16, 2013""}",4.0,1,193.0,
B004108B5G,Down Home,[],"{""Manufacturer"": ""Dot Records"", ""Date First Available"": ""December 9, 2015"", ""Label"": ""Dot Records""}",4.5,2,185.0,
B000FNQ5HE,"The World's Most Beautiful Melodies: Moonlight Classics, Romantic Piano & Orchestra",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.59 x 4.88 x 0.39 inches; 4.8 Ounces"", ""Manufacturer"": ""Reader's Digest"", ""Run time"": ""60 minutes"", ""Date First Available"": ""May 10, 2006"", ""Label"": ""Reader's Digest"", ""Number of discs"": ""1""}",4.7,12,23.98,
B004FV7VPC,Danger,[],"{""Package Dimensions"": ""5.28 x 5.04 x 0.24 inches; 5.92 Ounces"", ""Manufacturer"": ""VIVID SOUND (JAPAN)"", ""Date First Available"": ""January 7, 2011"", ""Label"": ""VIVID SOUND (JAPAN)"", ""Number of discs"": ""1""}",4.1,20,103.8,
B000K5UN52,The Heart of Rock 'N' Roll 1956 / 1957,[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.4 inches; 2.4 Ounces"", ""Manufacturer"": ""Time Life BMG"", ""Date First Available"": ""January 30, 2007"", ""Label"": ""Time Life BMG""}",4.6,6,19.75,
B000P8VWFO,Boston Pops with Arthur Fiedler perform Gershwin (Import),[],{},5.0,1,,
B0001KA5N6,Uncommon Love,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Home Sweet Home Records"", ""Date First Available"": ""February 17, 2004"", ""Label"": ""Home Sweet Home Records""}",5.0,2,31.99,
B001059A7I,Verdi: Overtures and Preludes,[],"{""Package Dimensions"": ""4.3 x 2.7 x 0.7 inches; 2.4 Ounces"", ""Manufacturer"": ""Sony Classical"", ""Date First Available"": ""November 28, 2007"", ""Label"": ""Sony Classical"", ""Number of discs"": ""1""}",5.0,2,10.95,
B008BCH2YG,Glimpse [Live],[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""June 14, 2012""}",4.5,27,21.99,
B000BUGDCS,"Prokofieff: Piano Concertos Nos 1&3, Etc.",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""Musical Heritage Society"", ""Date First Available"": ""October 22, 2005"", ""Label"": ""Musical Heritage Society"", ""Number of discs"": ""1""}",4.5,2,14.95,
B0004I30Q4,His Honor - The Music of Henry Fillmore,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Bleecker Street Records"", ""Original Release Date"": ""2003"", ""Date First Available"": ""January 24, 2007"", ""Label"": ""Bleecker Street Records"", ""Number of discs"": ""1""}",5.0,1,19.95,
B01NAK52G6,BIGBANG MADE THE FULL ALBUM CD+Booklet+Photo Card+Ticket Pad+Puzzle Ticket+Tracking Kpop Sealed,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.58 x 8.46 x 1.38 inches; 1.4 Pounds"", ""Manufacturer"": ""KT MUSIC"", ""Date First Available"": ""December 17, 2016"", ""Label"": ""KT MUSIC""}",4.9,386,37.5,
B00004URXL,Bloom,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Jive"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""March 14, 2014"", ""Label"": ""Jive"", ""Number of discs"": ""1""}",4.6,15,29.99,
B07HWNN9DZ,BTS [RIGHT Ver.] KPOP WINGS BANGTAN BOYS YOU NEVER WALK ALONE Album Music CD + Photo Book + Photo Card + Special Gift,[],"{""Package Dimensions"": ""8.9 x 6.2 x 0.5 inches; 11.99 Ounces"", ""Date First Available"": ""September 30, 2018""}",4.7,1295,22.79,
B003MU4K7Y,Praise The Lord,[],"{""Package Dimensions"": ""12.1 x 12.1 x 0.05 inches; 8.8 Ounces"", ""Date First Available"": ""May 18, 2010""}",5.0,2,3.99,
B0093UL57U,George Harrison - The Lost Tapes - Pirate Songs Vol. 2 (12 Arnold Grove) - Audio Cd MLPS [Mini Long Play Sleeve] Mini-LP Replica Audio CD OBI,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 30, 2012""}",3.1,5,,
B07ZW8VVN7,"Festival incl. 44pg Booklet, Postcard Set, Photocard Set + Poster",[],"{""Product Dimensions"": ""5.59 x 0.39 x 4.92 inches; 3.53 Ounces"", ""Original Release Date"": ""2019"", ""Date First Available"": ""November 14, 2019"", ""Number of discs"": ""1""}",5.0,5,24.91,
B0000YO688,Bruch Kol Nidrei. Faure Elegie Op.24 / Romance Op.69 / Apres Un Reve Arr. Casals . Schumann,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""CAVALLI RECORDS"", ""Date First Available"": ""January 21, 2016"", ""Label"": ""CAVALLI RECORDS"", ""Number of discs"": ""1""}",5.0,1,18.99,
B00CO5HI22,BRUCE KAPLAN QUARTET (GUITAR JAZZ),[],"{""Date First Available"": ""May 6, 2013""}",5.0,1,2.49,
B01JT7MJL2,El Ultimo Trago by Buika & Chucho Valdes (2009-10-20),[],"{""Date First Available"": ""October 3, 2017""}",4.9,130,,
B005C4VE5E,A Place Called Love Live in Concert: Heart and Soul (Limited Edition CD & DVD),[],"{""Package Dimensions"": ""5.5 x 4.8 x 0.5 inches; 4.8 Ounces"", ""Date First Available"": ""July 11, 2011"", ""Number of discs"": ""2""}",4.9,41,16.13,
B000MRFWIG,Precious Memoris,[],"{""Manufacturer"": ""reader's digest"", ""Date First Available"": ""January 17, 2007"", ""Label"": ""reader's digest"", ""Number of discs"": ""3""}",4.8,2,19.88,
B000002TYX,Anthology 1,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Language"": ""English"", ""Product Dimensions"": ""5.63 x 5 x 0.98 inches; 7.55 Ounces"", ""Manufacturer"": ""Capitol"", ""Item model number"": ""2131971"", ""Original Release Date"": ""1995"", ""SPARS Code"": ""DDD"", ""Date First Available"": ""April 30, 2006"", ""Label"": ""Capitol"", ""Number of discs"": ""2""}",4.7,912,20.97,
B000BCLKKG,Verdi: Il Trovatore,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""Musical Heritage Society"", ""Run time"": ""70 minutes"", ""Date First Available"": ""September 10, 2005"", ""Label"": ""Musical Heritage Society"", ""Number of discs"": ""2""}",4.7,49,24.49,
B002Q5NRO8,Reader's Digest Golden Jubilee: 50th Anniversary Commemorative Collection (12 CDS/1 VINYL),[],"{""Package Dimensions"": ""13.3 x 13 x 1.8 inches; 3.9 Pounds"", ""Date First Available"": ""September 23, 2009""}",4.3,8,29.87,
B00NDW61N2,Ordinary Life [CD] 中村雅俊,[],"{""Package Dimensions"": ""5.83 x 4.96 x 0.47 inches; 3.53 Ounces"", ""Date First Available"": ""November 1, 2014"", ""Number of discs"": ""1""}",4.5,2,79.36,
B01G6629JQ,Gold by Bee Gees,[],"{""Date First Available"": ""November 13, 2019""}",4.7,6,,
B000A1NADS,Driven Deep,[],"{""Manufacturer"": ""Solar Flare Records"", ""Date First Available"": ""June 27, 2005"", ""Label"": ""Solar Flare Records"", ""Number of discs"": ""1""}",5.0,1,29.22,
B002QXHQA6,Morning Blend a Fine Gourmet Selection of Sounds to Awaken Your Senses,[],{},5.0,5,50.0,
B00GKR4AIK,Best of Decca Years Original recording remastered Edition by Weavers (1996) Audio CD,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""April 5, 2014""}",4.3,14,,
B0007CQDUC,"Bud Light Salutes Real Men of Genius, Vol. 1",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 1 Pounds"", ""Date First Available"": ""January 5, 2005"", ""Number of discs"": ""1""}",5.0,37,36.88,
B000YKOQII,Till We A'in't Strangers Anymore,[],"{""Package Dimensions"": ""5.59 x 4.8 x 0.31 inches; 2.08 Ounces"", ""Manufacturer"": ""Island Records"", ""Date First Available"": ""February 9, 2008"", ""Label"": ""Island Records"", ""Number of discs"": ""1""}",5.0,7,68.22,
B00097BKJ4,"Peasant, Dance and Street Songs in Germany",[],"{""Manufacturer"": ""Teldec (Germany)"", ""Run time"": ""51 minutes"", ""Date First Available"": ""April 5, 2005"", ""Label"": ""Teldec (Germany)"", ""Number of discs"": ""1""}",5.0,2,,
B000CFI28K,"Brahms: Serenade No. 1 in D Major, Op. 11 - Symphony of the Air - Disc Two",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Date First Available"": ""November 23, 2005"", ""Number of discs"": ""1""}",5.0,3,25.0,
B007SDXB5S,Paths Crossing (Cross-Strung Harp),[],"{""Date First Available"": ""April 8, 2012""}",5.0,1,39.99,
B0042EPWCG,Reeling in the Years / Only a Fool Would Say That (45 rpm),[],"{""Manufacturer"": ""abc"", ""Date First Available"": ""October 3, 2010"", ""Label"": ""abc""}",5.0,1,,
B000R7HXNI,Still Undead After All These Years,[],"{""Package Dimensions"": ""4.8 x 4.8 x 0.05 inches; 0.95 Ounces"", ""Manufacturer"": ""CDBY"", ""Date First Available"": ""May 21, 2008"", ""Label"": ""CDBY""}",4.5,2,,
B00MIMXXQ6,TIN MACHINE - LIVE IN TOKYO 1992 : 2CD SET,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.88 x 0.47 inches; 3.53 Ounces"", ""Date First Available"": ""October 10, 2014"", ""Number of discs"": ""2""}",4.6,37,24.98,
B073V8KVFX,Tanya Tucker 45 RPM Oh What It Did To me / Some Kind Of Trouble,[],"{""Date First Available"": ""February 28, 2018""}",5.0,1,193.0,
B06XQDS9B7,Mahler Great Symphonies Vol.2 Barbirolli,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4.88 x 5.67 x 1.02 inches; 6.49 Ounces"", ""Manufacturer"": ""MEMORIES MR"", ""Item model number"": ""B06XQDS9B7"", ""Date First Available"": ""March 21, 2017"", ""Label"": ""MEMORIES MR"", ""Number of discs"": ""1""}",4.5,2,,
B0006ABO8Q,Vocal Coach: Complete Expanding Your Range,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Vocal Coach"", ""Date First Available"": ""October 20, 2004"", ""Label"": ""Vocal Coach"", ""Number of discs"": ""1""}",3.8,14,,
B00KNNKXA6,78 Records (rpm). 15 Pack Lot of Big Band Swing 1940's Music!!,[],"{""Manufacturer"": ""Various Labels"", ""Date First Available"": ""May 30, 2014"", ""Label"": ""Various Labels""}",4.6,10,,
B00029BETK,Armani Exchange Music Series Volume 2: Bring on the Night,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.5 x 4.8 x 0.4 inches; 0.01 Ounces"", ""Manufacturer"": ""Neverstop Music"", ""Date First Available"": ""May 18, 2004"", ""Label"": ""Neverstop Music"", ""Number of discs"": ""1""}",4.3,5,21.75,
B000W267F8,Canon of the Three Stars,[],"{""Package Dimensions"": ""12.1 x 12 x 0.2 inches; 7.2 Ounces"", ""Manufacturer"": ""RCA Red Seal Digital"", ""Date First Available"": ""September 16, 2007"", ""Label"": ""RCA Red Seal Digital""}",5.0,1,204.0,
B000FBFZRC,Where the blue of the night,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""August 7, 2012"", ""Number of discs"": ""1""}",3.0,1,,
B00GG3CFVW,Green by Forbidden (2011) Audio CD,[],"{""Date First Available"": ""December 6, 2017""}",4.6,16,,
B003UJD7C6,Sings Christmas Songs,[],"{""Date First Available"": ""August 12, 2012""}",5.0,1,,
B001R9TO6O,An Unfinished Life,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""February 1, 2009""}",4.1,5,15.95,
B00BE5XO0S,"Debussy : L'Enfant Prodigue, La Damoiselle Elue (Pro Arte) by Claude Debussy, Gary Bertini, Jessye Norman, Jose Carreras and Dietrich Fischer-Dieskau",[],"{""Date First Available"": ""February 10, 2013"", ""Manufacturer"": ""PRO ARTE DIGITAL""}",5.0,11,32.37,
B00KKPSBRE,Together (As A Way Of Life),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.72 x 0.39 inches"", ""Manufacturer"": ""Common Sounds"", ""Date First Available"": ""July 27, 2014"", ""Label"": ""Common Sounds"", ""Number of discs"": ""1""}",4.3,20,21.99,
B005FYH3YC,"Road Trips, Vol. 4, No. 4, Spectrum 4-6-82",[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 3.21 Ounces"", ""Manufacturer"": ""Grateful Dead Productions/Rhino Records"", ""Date First Available"": ""August 4, 2011"", ""Label"": ""Grateful Dead Productions/Rhino Records"", ""Number of discs"": ""3""}",4.5,43,,
B07FXZWWVQ,Colossus: The Forbin Project,[],"{""Package Dimensions"": ""5.55 x 4.92 x 0.43 inches; 3.49 Ounces"", ""Manufacturer"": ""La-La Land Records"", ""Date First Available"": ""July 26, 2018"", ""Label"": ""La-La Land Records"", ""Number of discs"": ""1""}",5.0,3,22.95,
B002F04U4K,Chicago 10 Shm,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.43 x 5.28 x 0.31 inches; 2.91 Ounces"", ""Manufacturer"": ""PID"", ""Date First Available"": ""August 1, 2009"", ""Label"": ""PID"", ""Country of Origin"": ""Japan"", ""Number of discs"": ""1""}",4.4,5,64.42,
B005P0O5PG,ALBERTO CORTEZ SINFONICO EDICION ESPECIAL CD+ DVD,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Date First Available"": ""September 23, 2011""}",3.0,2,,
B00MDJ09SY,Music Of Your Life - It Must Be Love,[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.72 Ounces"", ""Manufacturer"": ""Time Life"", ""Date First Available"": ""August 3, 2014"", ""Label"": ""Time Life"", ""Number of discs"": ""2""}",4.5,6,7.77,
B00052TDNI,Rossini: Complete Overtures Musical Heritage Society,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.6 x 4.9 x 1 inches; 4.8 Ounces"", ""Manufacturer"": ""Musical Heritage Society"", ""Date First Available"": ""September 11, 2004"", ""Label"": ""Musical Heritage Society"", ""Number of discs"": ""3""}",5.0,5,18.78,
B004QXJT5O,Great Songs of 1953,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.67 x 4.88 x 0.47 inches; 3.67 Ounces"", ""Manufacturer"": ""Indie Europe/Zoom"", ""Date First Available"": ""March 10, 2011"", ""Label"": ""Indie Europe/Zoom"", ""Number of discs"": ""1""}",4.4,8,6.68,
B005TITRR0,Lite FM : Late Night Ballads from the '70's & '80s,[],"{""Package Dimensions"": ""5.6 x 4.8 x 0.9 inches; 7.2 Ounces"", ""Date First Available"": ""October 7, 2011""}",4.6,18,35.0,
B00CTUWBME,Castillito De Arena,[],"{""Date First Available"": ""May 16, 2013""}",5.0,1,19.98,
B000DZL0OM,Handel/Boieldieu//Bochsa/Gossec: Harp Concertos,[],"{""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""ERATO"", ""Run time"": ""67 minutes"", ""Date First Available"": ""December 19, 2005"", ""Label"": ""ERATO"", ""Number of discs"": ""1""}",5.0,1,55.0,
B003EW4JY4,LOVEBOX(CD+DVD)(ltd.ed.),[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.59 x 4.96 x 0.39 inches; 3.53 Ounces"", ""Date First Available"": ""August 16, 2012"", ""Number of discs"": ""2""}",4.5,44,44.51,
B001LYY27G,Walt Disney's Pinocchio / Prokofieff's Peter and the Wolf,[],"{""Package Dimensions"": ""14.5 x 12.6 x 0.8 inches; 0.01 Ounces"", ""Manufacturer"": ""RCA"", ""Date First Available"": ""November 23, 2008"", ""Label"": ""RCA""}",5.0,2,7.99,
B01JT3E58Q,Alienigma by AGENT STEEL (2010-06-24),[],"{""Manufacturer"": ""Mascot Records"", ""Date First Available"": ""July 20, 2020"", ""Label"": ""Mascot Records""}",4.5,18,,
B01KAW82PW,Hill Country Rain by Jerry Jeff Walker,[],"{""Date First Available"": ""August 14, 2017""}",4.6,6,,
B08KGVS6DR,Memories Come Alive 1971,[],"{""Product Dimensions"": ""5.59 x 5.12 x 0.24 inches; 3.25 Ounces"", ""Manufacturer"": ""FREEFALL RECORDS"", ""Date First Available"": ""October 6, 2020"", ""Label"": ""FREEFALL RECORDS"", ""Number of discs"": ""1""}",4.6,29,,
B001QJK69E,Jagged Little Pill 12 Tracks,[],"{""Item Weight"": ""0.01 Ounces"", ""Manufacturer"": ""Maverick Recording"", ""Date First Available"": ""January 23, 2009"", ""Label"": ""Maverick Recording"", ""Number of discs"": ""1""}",4.7,4973,,
B000NF14KW,F'il Waha - At the Oasis,[],"{""Date First Available"": ""February 11, 2007"", ""Number of discs"": ""1""}",5.0,2,,
B0010YVRGQ,Orkide 1,[],"{""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Turkuola Muzik"", ""Date First Available"": ""March 28, 2014"", ""Label"": ""Turkuola Muzik"", ""Number of discs"": ""1""}",4.0,1,32.27,
B000PGT1FY,Live From Ebbets Field Volume 2 (1973 - 1976),[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 0.01 Ounces"", ""Manufacturer"": ""MFA"", ""Date First Available"": ""April 16, 2007"", ""Label"": ""MFA""}",4.8,3,,
B000NB83UK,"Delius: Paris-A Nocturne (The Song of a Great City) / Berners:The Triumph of Neptune / Arnell: Punch and the Child, op. 49",[],"{""Package Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.83 Ounces"", ""Manufacturer"": ""Sony Classical"", ""Date First Available"": ""February 7, 2007"", ""Label"": ""Sony Classical"", ""Number of discs"": ""1""}",4.0,1,,
B000025WF7,Verdi: Otello,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""5.51 x 4.8 x 0.94 inches; 7.76 Ounces"", ""SPARS Code"": ""AAD"", ""Date First Available"": ""July 27, 2006"", ""Country of Origin"": ""France"", ""Number of discs"": ""2""}",4.5,49,58.31,
B000M9EPK0,Beethoven Lieder (Complete Recording),[],"{""Date First Available"": ""December 28, 2006""}",5.0,1,,
B01M4PLXGH,Transport 4 by Max Graham,[],"{""Date First Available"": ""September 26, 2020""}",4.1,53,,
B07HSLSQDR,Thirty Three And A Third,[],"{""Product Dimensions"": ""5 x 5.5 x 0.25 inches; 0.8 Ounces"", ""Manufacturer"": ""On Side Records"", ""Original Release Date"": ""2018"", ""Date First Available"": ""October 3, 2018"", ""Label"": ""On Side Records"", ""Number of discs"": ""1""}",4.6,154,,
9714721180,Ride the Lightning,[],"{""Date First Available"": ""September 25, 2011""}",4.8,8116,,
B000GDE9Z8,Golden Groups: Glory Days of Rock 'N' Roll,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.55 x 4.97 x 0.54 inches; 2.88 Ounces"", ""Manufacturer"": ""Time-Life Music"", ""Date First Available"": ""June 17, 2006"", ""Label"": ""Time-Life Music"", ""Number of discs"": ""2""}",4.8,8,11.95,
B0041ON36O,Wishing Well: Collection,[],"{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.6 x 0.4 x 4.9 inches; 4 Ounces"", ""Manufacturer"": ""Lasgo Chrysalis Ltd"", ""Original Release Date"": ""2010"", ""Date First Available"": ""September 4, 2010"", ""Label"": ""Lasgo Chrysalis Ltd"", ""Number of discs"": ""2""}",4.5,180,11.33,
B000U5DYBM,Femme Fatale,[],"{""Product Dimensions"": ""5.72 x 0.39 x 4.9 inches; 3.52 Ounces"", ""Manufacturer"": ""Hungaraton"", ""Date First Available"": ""June 15, 2013"", ""Label"": ""Hungaraton"", ""Country of Origin"": ""Hungary"", ""Number of discs"": ""1""}",4.8,5,49.99,
B000UQ5OP0,Tiny Tim's 2nd Album,[],"{""Package Dimensions"": ""14.2 x 11.6 x 0.8 inches; 12.8 Ounces"", ""Manufacturer"": ""Reprise"", ""Date First Available"": ""August 3, 2007"", ""Label"": ""Reprise""}",4.8,8,194.0,
B00003CXR1,Chocolat,[],"{""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Date First Available"": ""September 25, 2014""}",4.8,7686,,
B0009FJBJ2,Radio Afrika,[],"{""Date First Available"": ""April 17, 2005""}",5.0,1,,
B003CIG3JE,Babes in Toyland - The Comic Opera Guild 1976 Production,[],"{""Date First Available"": ""March 30, 2010"", ""Number of discs"": ""2""}",5.0,3,,
B014I2ZDT8,Sideways By Men Without Hats (2000-05-02),[],"{""Date First Available"": ""August 26, 2015""}",4.5,24,,
B0B1Z9VYJD,"May Erlewine - 'Tiny Beautiful Things' [CD, 2022]",[],"{""Date First Available"": ""July 9, 2022""}",5.0,1,,
